timestamp,vin,lat,long,coolant_temp,vapor_pressure,cm_voltage,torque_percent,oxygen_rate,voltage,status
3/18/2021 12:09,PAI-Vehicle,34.66808789,135.4747295,12225,79.9,6632.3,130,67.1,58.8,Normal
3/18/2021 12:10,PAI-Vehicle,34.66978209,135.4725838,8819,79.1,6297.8,451,39.9,78,Normal
3/18/2021 12:11,PAI-Vehicle,34.66794671,135.4695797,18981,77.2,7922.2,144,29.5,63.8,Normal
3/18/2021 12:12,PAI-Vehicle,34.66575831,135.463829,28157,220.4,16904.8,812,119.1,227.1,Abnormal
3/18/2021 12:13,PAI-Vehicle,34.66307568,135.4572201,7009,87,7813.8,349,53.5,59.2,Normal
3/18/2021 12:14,PAI-Vehicle,34.66003997,135.4497528,6013,71.6,6683.3,585,58.8,76.4,Normal
3/18/2021 12:15,PAI-Vehicle,34.65756896,135.443058,7807,74.1,6397,262,34,93.6,Normal
3/18/2021 12:16,PAI-Vehicle,34.6555921,135.4382515,8623,86.9,6752.1,127,57.3,85.4,Normal
3/18/2021 12:17,PAI-Vehicle,34.65792196,135.4342175,31025,199.6,20805,1314,122.2,299.3,Abnormal
3/18/2021 12:18,PAI-Vehicle,34.66279329,135.4285526,26095,79.9,7822.4,108,47.9,60.5,Normal
3/18/2021 12:19,PAI-Vehicle,34.66639366,135.4220295,13651,88.6,6555.3,79,49.2,92.7,Normal
3/18/2021 12:20,PAI-Vehicle,34.67295862,135.4188538,13541,77.6,6063.4,123,55.7,86,Normal
3/18/2021 12:21,PAI-Vehicle,34.68404024,135.4143047,36260,202.8,22082.9,462,165.7,248,Abnormal
3/18/2021 12:22,PAI-Vehicle,34.69109782,135.4106998,12618,70.3,6858.7,189,45.4,67,Normal
3/18/2021 12:23,PAI-Vehicle,34.69730799,135.4023743,10226,72.1,6119.1,94,59.6,71.8,Normal
3/18/2021 12:24,PAI-Vehicle,34.69702572,135.3920746,5548,87.3,6883.8,39,48.5,101.6,Normal
3/18/2021 12:25,PAI-Vehicle,34.70048346,135.388298,6514,80.9,7279.1,106,29.1,73.2,Normal
3/18/2021 12:26,PAI-Vehicle,34.70619901,135.3858948,15414,81.8,6116,197,34.1,91.9,Normal
3/18/2021 12:27,PAI-Vehicle,34.71290193,135.3871822,15455,89.4,6235.2,116,57,107.6,Normal
3/18/2021 12:28,PAI-Vehicle,34.71508908,135.3875256,5021,81.6,6116,1,62.9,82.9,Normal
3/18/2021 12:29,PAI-Vehicle,34.71868717,135.3715611,7204,86.5,6593.6,237,37.5,63.5,Normal
3/18/2021 12:30,PAI-Vehicle,34.72334329,135.3597164,8866,81.9,7937.5,213,73.4,43.4,Normal
3/18/2021 12:31,PAI-Vehicle,34.72743482,135.3537083,15592,84.7,6881,129,51.7,96.2,Normal
3/18/2021 12:32,PAI-Vehicle,34.73293689,135.3451252,8727,78.3,7171,55,53.1,83.8,Normal
3/18/2021 12:33,PAI-Vehicle,34.73385387,135.3295898,14582,75.2,7137.8,19,62.8,102.9,Normal
3/18/2021 12:34,PAI-Vehicle,34.73032698,135.3151703,7665,79.5,6193.7,2,38,103.9,Normal
3/18/2021 12:35,PAI-Vehicle,34.72651777,135.3056431,15552,73.2,6294.7,50,43.6,45.8,Normal
3/18/2021 12:36,PAI-Vehicle,34.72129745,135.2921677,4904,72.8,7369.3,171,50.5,68.6,Normal
3/18/2021 12:37,PAI-Vehicle,34.71593571,135.2956009,16810,72.5,7137.6,665,51.1,81.9,Normal
3/18/2021 12:38,PAI-Vehicle,34.71120861,135.2980042,4335,71.2,7456,172,35.4,54.6,Normal
3/18/2021 12:39,PAI-Vehicle,34.70909192,135.2865887,6517,85.5,6777.3,308,53.5,97.2,Normal
3/18/2021 12:40,PAI-Vehicle,34.7076102,135.2768898,7152,78.8,7797,125,54.3,95.5,Normal
3/18/2021 12:41,PAI-Vehicle,34.70429387,135.2734566,6311,77.7,6719.8,199,45.2,74.9,Normal
3/18/2021 12:42,PAI-Vehicle,34.69780196,135.2727699,34005,255.7,19497.1,170,150.6,246.9,Abnormal
3/18/2021 12:43,PAI-Vehicle,34.69554378,135.2740574,14590,76.9,7661.4,194,28.9,77.7,Normal
3/18/2021 12:44,PAI-Vehicle,34.69589663,135.2777481,8337,83.8,6626.9,181,58.1,99.5,Normal
3/18/2021 12:45,PAI-Vehicle,34.69483809,135.2858162,12075,77.2,6703.5,93,41.2,103.5,Normal
3/18/2021 12:46,PAI-Vehicle,34.6921564,135.2862453,15053,81.6,6979.2,230,53.2,105.4,Normal
3/18/2021 12:47,PAI-Vehicle,34.66808789,135.4747295,17198,88.8,6057.3,160,58.7,60.2,Normal
3/18/2021 12:48,PAI-Vehicle,34.66978209,135.4725838,12804,86.8,6445,245,52.1,104.3,Normal
3/18/2021 12:49,PAI-Vehicle,34.66794671,135.4695797,15689,72.9,6723,518,45.8,100.8,Normal
3/18/2021 12:50,PAI-Vehicle,34.66575831,135.463829,17536,76.6,6044.4,304,47.6,100.6,Normal
3/18/2021 12:51,PAI-Vehicle,34.66307568,135.4572201,14617,83.4,6425,100,51.5,84.5,Normal
3/18/2021 12:52,PAI-Vehicle,34.66003997,135.4497528,5422,78.4,6237.2,417,57.1,95.1,Normal
3/18/2021 12:53,PAI-Vehicle,34.65756896,135.443058,9854,89.3,6457.3,630,54.8,85.6,Normal
3/18/2021 12:54,PAI-Vehicle,34.6555921,135.4382515,32109,203.8,19398.6,739,149.1,274.7,Abnormal
3/18/2021 12:55,PAI-Vehicle,34.65792196,135.4342175,19277,152.2,14503.5,1011,99.5,218.2,Abnormal
3/18/2021 12:56,PAI-Vehicle,34.66279329,135.4285526,50722,209.1,17135.8,534,115.4,199.6,Abnormal
3/18/2021 12:57,PAI-Vehicle,34.66639366,135.4220295,28890,159.8,16918.7,538,129.9,79.6,Abnormal
3/18/2021 12:58,PAI-Vehicle,34.67295862,135.4188538,6727,86.1,7939,225,50.2,61.3,Normal
3/18/2021 12:59,PAI-Vehicle,34.68404024,135.4143047,10464,83,7813.3,7,34.7,75.8,Normal
3/18/2021 13:00,PAI-Vehicle,34.69109782,135.4106998,11013,79.3,6329.1,217,49.2,76.7,Normal
3/18/2021 13:01,PAI-Vehicle,34.69730799,135.4023743,9141,75.6,6552.3,256,43.6,114.1,Normal
3/18/2021 13:02,PAI-Vehicle,34.69702572,135.3920746,10887,87.3,6514.4,57,41.5,68.9,Normal
3/18/2021 13:03,PAI-Vehicle,34.70048346,135.388298,24994,81.2,6843.5,314,32.4,84.1,Normal
3/18/2021 13:04,PAI-Vehicle,34.70619901,135.3858948,10190,188.9,18350.4,68,125.6,258.3,Abnormal
3/18/2021 13:05,PAI-Vehicle,34.71290193,135.3871822,11395,81.8,7837.8,19,36.6,34,Normal
3/18/2021 13:06,PAI-Vehicle,34.71508908,135.3875256,7478,90,7244.9,210,39.3,95.1,Normal
3/18/2021 13:07,PAI-Vehicle,34.71868717,135.3715611,5375,87.3,7376.2,3,56.4,56.9,Normal
3/18/2021 13:08,PAI-Vehicle,34.72334329,135.3597164,11568,74.8,6846.3,77,51.2,85.7,Normal
3/18/2021 13:09,PAI-Vehicle,34.72743482,135.3537083,12268,82,6623.6,152,48.2,120,Normal
3/18/2021 13:10,PAI-Vehicle,34.73293689,135.3451252,15619,74.9,7489.8,148,56.7,65.5,Normal
3/18/2021 13:11,PAI-Vehicle,34.73385387,135.3295898,19211,192.7,18161.2,369,108.9,161.6,Abnormal
3/18/2021 13:12,PAI-Vehicle,34.73032698,135.3151703,2440,81.6,6800.4,300,48.2,70.7,Normal
3/18/2021 13:13,PAI-Vehicle,34.72651777,135.3056431,16925,78.6,7023,96,23,65,Normal
3/18/2021 13:14,PAI-Vehicle,34.72129745,135.2921677,9461,81,6249.6,278,60.5,40.6,Normal
3/18/2021 13:15,PAI-Vehicle,34.71593571,135.2956009,8621,71.3,7171.8,66,51.5,88.1,Normal
3/18/2021 13:16,PAI-Vehicle,34.71120861,135.2980042,8664,82.9,6890.3,152,50.5,97.2,Normal
3/18/2021 13:17,PAI-Vehicle,34.70909192,135.2865887,8875,77.3,6899.3,319,48.3,70.4,Normal
3/18/2021 13:18,PAI-Vehicle,34.7076102,135.2768898,21627,194.9,16077,337,126,235.3,Abnormal
3/18/2021 13:19,PAI-Vehicle,34.70429387,135.2734566,20603,150.5,13966.2,974,109.9,155.2,Abnormal
3/18/2021 13:20,PAI-Vehicle,34.69780196,135.2727699,19715,201.5,16054.9,295,128.1,193.9,Abnormal
3/18/2021 13:21,PAI-Vehicle,34.69554378,135.2740574,10897,88.7,6002.5,38,48.2,71.1,Normal
3/18/2021 13:22,PAI-Vehicle,34.69589663,135.2777481,2669,81.2,6982,42,45.9,70.9,Normal
3/18/2021 13:23,PAI-Vehicle,34.69483809,135.2858162,10847,177.1,16052.1,476,138.8,202,Abnormal
3/18/2021 13:24,PAI-Vehicle,34.6921564,135.2862453,31435,179.1,15751.8,213,111.6,174.8,Abnormal
3/18/2021 13:25,PAI-Vehicle,35.4443792,139.6509075,25331,190,15533.6,630,134,159,Abnormal
3/18/2021 13:26,PAI-Vehicle,35.44570776,139.6491051,46633,192.2,17588.9,106,113.8,302.9,Abnormal
3/18/2021 13:27,PAI-Vehicle,35.44703629,139.6465302,18241,71,6987.2,752,41.7,47.5,Normal
3/18/2021 13:28,PAI-Vehicle,35.44787535,139.6447277,19178,88.5,6804.1,297,30.3,100.6,Normal
3/18/2021 13:29,PAI-Vehicle,35.44693141,139.642539,16794,73.2,6646.8,128,45.5,60.3,Normal
3/18/2021 13:30,PAI-Vehicle,35.44934369,139.6377754,4817,75.4,7808.7,74,55.8,95.8,Normal
3/18/2021 13:31,PAI-Vehicle,35.45014776,139.6360588,8724,72.8,6715,66,50.6,82.1,Normal
3/18/2021 13:32,PAI-Vehicle,35.44979817,139.6326256,5696,72.8,7336.8,455,46.1,56.9,Normal
3/18/2021 13:33,PAI-Vehicle,35.45196565,139.6323252,6106,84.5,6753.2,473,50.9,66.1,Normal
3/18/2021 13:34,PAI-Vehicle,35.4546924,139.6282053,9678,84.2,7478.4,255,55.1,56.5,Normal
3/18/2021 13:35,PAI-Vehicle,35.45983102,139.6239567,12783,86,7824.1,636,43.4,51.5,Normal
3/18/2021 13:36,PAI-Vehicle,35.46552857,139.6238708,8130,75,7261,38,45.2,88.3,Normal
3/18/2021 13:37,PAI-Vehicle,35.46975778,139.6294498,6764,70.6,6681.4,19,57.1,82.2,Normal
3/18/2021 13:38,PAI-Vehicle,35.47555947,139.6356297,15006,82.5,7456.8,127,46.6,84.8,Normal
3/18/2021 13:39,PAI-Vehicle,35.47961341,139.6406937,11144,87,6346.1,144,70.1,44,Normal
3/18/2021 13:40,PAI-Vehicle,35.48300319,139.6470451,12106,78.4,7285.3,149,46.4,88.6,Normal
3/18/2021 13:41,PAI-Vehicle,35.485659,139.6551991,9624,80.1,7072.2,291,50.1,71.4,Normal
3/18/2021 13:42,PAI-Vehicle,35.48918829,139.6619797,3765,72.3,7637.7,25,53.6,77.5,Normal
3/18/2021 13:43,PAI-Vehicle,35.48918829,139.6651125,3890,72.8,6727.8,262,63,96.5,Normal
3/18/2021 13:44,PAI-Vehicle,35.49118001,139.669919,8643,80.7,6003.4,433,44.3,52.8,Normal
3/18/2021 13:45,PAI-Vehicle,35.4876508,139.6732664,14544,73.1,6597.3,513,59.1,87.9,Normal
3/18/2021 13:46,PAI-Vehicle,35.48387682,139.6755409,10561,82.9,7691.5,94,44.5,101.4,Normal
3/18/2021 13:47,PAI-Vehicle,35.47727193,139.6746826,28316,243,17625.1,537,88.6,238.9,Abnormal
3/18/2021 13:48,PAI-Vehicle,35.4707364,139.6758842,34125,176.8,14368,2,107.2,133.9,Abnormal
3/18/2021 13:49,PAI-Vehicle,35.4652839,139.6772575,14430,177.6,16228,1108,114.5,160.7,Abnormal
3/18/2021 13:50,PAI-Vehicle,35.46168364,139.6787596,5188,84,7359.3,378,46.7,78.3,Normal
3/18/2021 13:51,PAI-Vehicle,35.4560907,139.6746826,4105,75.9,6922.6,494,52.1,67.9,Normal
3/18/2021 13:52,PAI-Vehicle,35.44745582,139.6690607,10173,76.3,7106.4,567,59.3,90.5,Normal
3/18/2021 13:53,PAI-Vehicle,35.44235137,139.6670437,5447,85.6,7134.8,218,53.3,60.6,Normal
3/18/2021 13:54,PAI-Vehicle,35.43909974,139.6674728,4602,78.6,6538.5,369,53.1,97.2,Normal
3/18/2021 13:55,PAI-Vehicle,35.43728156,139.6650696,13772,84.3,6577.4,345,57.6,60.8,Normal
3/18/2021 13:56,PAI-Vehicle,35.44035845,139.6606064,10119,81.2,6047.5,173,38.8,78.9,Normal
3/18/2021 13:57,PAI-Vehicle,35.44329537,139.6563578,8179,75.4,7045.1,600,55.5,112.8,Normal
3/18/2021 13:58,PAI-Vehicle,35.44329537,139.6529245,8239,78,7161.4,226,51.2,80.5,Normal
3/18/2021 13:59,PAI-Vehicle,35.4443792,139.6509075,14308,70.5,6263.2,70,37.3,76.9,Normal
3/18/2021 14:00,PAI-Vehicle,35.44570776,139.6491051,11963,81,7074.5,641,53.5,79.8,Normal
3/18/2021 14:01,PAI-Vehicle,35.44703629,139.6465302,14813,86.9,7179,147,38.7,59.5,Normal
3/18/2021 14:02,PAI-Vehicle,35.44787535,139.6447277,10315,76.2,6080,234,65.3,55.6,Normal
3/18/2021 14:03,PAI-Vehicle,35.44693141,139.642539,13148,70.4,6163.2,347,68.3,52.5,Normal
3/18/2021 14:04,PAI-Vehicle,35.44934369,139.6377754,4845,74,6836.1,243,40.4,88,Normal
3/18/2021 14:05,PAI-Vehicle,35.45014776,139.6360588,7043,88.3,6391.7,710,41.8,74.4,Normal
3/18/2021 14:06,PAI-Vehicle,35.44979817,139.6326256,6958,83.9,6800.5,144,50.9,50.8,Normal
3/18/2021 14:07,PAI-Vehicle,35.45196565,139.6323252,10435,75.9,7300.1,1105,36.6,114.2,Normal
3/18/2021 14:08,PAI-Vehicle,35.4546924,139.6282053,7685,83.9,7009.1,471,55.3,79.7,Normal
3/18/2021 14:09,PAI-Vehicle,35.45983102,139.6239567,8368,81.2,7513.3,280,48.8,33.7,Normal
3/18/2021 14:10,PAI-Vehicle,35.46552857,139.6238708,9025,76.8,6743.3,1013,46.8,100.4,Normal
3/18/2021 14:11,PAI-Vehicle,35.46975778,139.6294498,4600,76.7,7922.8,258,49.2,63.6,Normal
3/18/2021 14:12,PAI-Vehicle,35.47555947,139.6356297,12239,88.1,7030,353,46.6,87.2,Normal
3/18/2021 14:13,PAI-Vehicle,35.47961341,139.6406937,9024,76.7,6507.7,105,36.4,76.1,Normal
3/18/2021 14:14,PAI-Vehicle,35.48300319,139.6470451,9395,70.3,7471.6,357,67.7,95.9,Normal
3/18/2021 14:15,PAI-Vehicle,35.485659,139.6551991,9293,78.7,7384.2,419,40.3,50.8,Normal
3/18/2021 14:16,PAI-Vehicle,35.48918829,139.6619797,6935,70.2,6006.5,122,60.9,69.8,Normal
3/18/2021 14:17,PAI-Vehicle,35.48918829,139.6651125,7254,85,6411.8,151,56.7,59.3,Normal
3/18/2021 14:18,PAI-Vehicle,35.49118001,139.669919,8288,74.5,7139.2,18,42.4,92,Normal
3/18/2021 14:19,PAI-Vehicle,35.4876508,139.6732664,7963,77.2,7657.1,115,58.2,103.1,Normal
3/18/2021 14:20,PAI-Vehicle,35.48387682,139.6755409,14446,81.4,6885.3,92,40.3,96.8,Normal
3/18/2021 14:21,PAI-Vehicle,35.47727193,139.6746826,8844,84.4,7875.5,160,54.3,58.7,Normal
3/18/2021 14:22,PAI-Vehicle,35.4707364,139.6758842,15086,78.8,6208.6,569,52.9,74.6,Normal
3/18/2021 14:23,PAI-Vehicle,35.4652839,139.6772575,13240,77.1,6370.7,300,61.8,38.6,Normal
3/18/2021 14:24,PAI-Vehicle,35.46168364,139.6787596,10299,161,14421.2,1271,123.3,103.3,Abnormal
3/18/2021 14:25,PAI-Vehicle,35.4560907,139.6746826,7940,89.9,7847.1,35,46.8,112.6,Normal
3/18/2021 14:26,PAI-Vehicle,35.44745582,139.6690607,8642,81,6372.8,182,45.3,114.5,Normal
3/18/2021 14:27,PAI-Vehicle,35.44235137,139.6670437,7752,77.5,7954.1,53,37.4,115.1,Normal
3/18/2021 14:28,PAI-Vehicle,35.43909974,139.6674728,4292,89.6,7739.9,87,28.4,39.1,Normal
3/18/2021 14:29,PAI-Vehicle,35.43728156,139.6650696,9547,83.9,7543.7,128,56.2,82.9,Normal
3/18/2021 14:30,PAI-Vehicle,35.44035845,139.6606064,2230,87.2,7563.6,224,42.8,63.8,Normal
3/18/2021 14:31,PAI-Vehicle,35.44329537,139.6563578,3129,88.2,6822.5,376,57.5,61.5,Normal
3/18/2021 14:32,PAI-Vehicle,35.44329537,139.6529245,7886,88.8,7522.7,41,53.4,98.8,Normal
3/18/2021 14:33,PAI-Vehicle,35.67532174,139.7717571,8791,72.3,6120.8,6,42.5,70.6,Normal
3/18/2021 14:34,PAI-Vehicle,35.67209698,139.7693324,15865,88.5,6520,322,46.5,62.3,Normal
3/18/2021 14:35,PAI-Vehicle,35.66881979,139.7661567,8441,78.5,7167.5,16,43.8,68.9,Normal
3/18/2021 14:36,PAI-Vehicle,35.66684992,139.7635174,14374,86.4,7434.2,64,56.3,71.6,Normal
3/18/2021 14:37,PAI-Vehicle,35.66662329,139.7605562,19568,73.8,7605.9,243,32.6,86,Normal
3/18/2021 14:38,PAI-Vehicle,35.66458364,139.7586465,11582,84.7,7659,590,39.4,84.7,Normal
3/18/2021 14:39,PAI-Vehicle,35.66195119,139.7564578,8574,79.4,7031.8,138,31.5,101.2,Normal
3/18/2021 14:40,PAI-Vehicle,35.66019036,139.7550416,11148,70.8,7437.5,239,51.5,97.2,Normal
3/18/2021 14:41,PAI-Vehicle,35.65682551,139.7546554,9151,89.4,7854.2,61,60.2,100.7,Normal
3/18/2021 14:42,PAI-Vehicle,35.65407075,139.7542262,17150,192.9,16244.3,59,157.1,124.7,Abnormal
3/18/2021 14:43,PAI-Vehicle,35.65318154,139.754076,27361,219.6,23873.7,593,170.6,338.8,Abnormal
3/18/2021 14:44,PAI-Vehicle,35.65279796,139.757638,9151,73.2,6814.4,10,44.5,93.7,Normal
3/18/2021 14:45,PAI-Vehicle,35.65304206,139.7599769,7429,79.7,7705.9,198,68,71.1,Normal
3/18/2021 14:46,PAI-Vehicle,35.65652912,139.7600842,6407,87.5,6756.8,399,36.3,102.2,Normal
3/18/2021 14:47,PAI-Vehicle,35.6584295,139.7597837,8421,83.7,7406.7,317,39.1,87.9,Normal
3/18/2021 14:48,PAI-Vehicle,35.65973708,139.7596335,5483,88.3,7187.6,427,56.1,68.1,Normal
3/18/2021 14:49,PAI-Vehicle,35.66233473,139.7618222,8296,88,6667.5,131,60.8,98.8,Normal
3/18/2021 14:50,PAI-Vehicle,35.66353764,139.7633457,7894,89.5,6299.3,114,52.5,42.7,Normal
3/18/2021 14:51,PAI-Vehicle,35.6648277,139.7652984,14859,84.1,6870.4,198,58.9,80.4,Normal
3/18/2021 14:52,PAI-Vehicle,35.66662329,139.7673798,12561,84.6,6992.2,1106,36.9,28.8,Normal
3/18/2021 14:53,PAI-Vehicle,35.66779128,139.7677016,5216,76.5,7976.8,92,51.1,121,Normal
3/18/2021 14:54,PAI-Vehicle,35.66836655,139.7685814,8426,80.8,7192.1,457,57.6,104.3,Abnormal
3/18/2021 14:55,PAI-Vehicle,35.666571,139.7704911,11376,81.5,6048.3,461,42.1,100.8,Normal
3/18/2021 14:56,PAI-Vehicle,35.66426984,139.7729802,11666,77.1,7571.8,189,73.3,54.3,Normal
3/18/2021 14:57,PAI-Vehicle,35.66186402,139.7752118,6999,88.5,6254.5,29,47.6,78.1,Normal
3/18/2021 14:58,PAI-Vehicle,35.66027753,139.7767353,9291,70.2,6308.8,363,66.7,98.2,Normal
3/18/2021 14:59,PAI-Vehicle,35.65785416,139.7793102,15057,74.3,7725,169,65.4,79.1,Normal
3/18/2021 15:00,PAI-Vehicle,35.65457638,139.7821426,8569,71.9,7747.9,134,66.7,80.4,Normal
3/18/2021 15:01,PAI-Vehicle,35.65053128,139.7859192,11361,77.5,6255.4,117,62.7,83.8,Normal
3/18/2021 15:02,PAI-Vehicle,35.64795068,139.7890091,14999,74.4,7454.2,108,58.6,42.3,Normal
3/18/2021 15:03,PAI-Vehicle,35.64376574,139.7924423,4569,86,7610.8,101,33.8,98.2,Normal
3/18/2021 15:04,PAI-Vehicle,35.64034787,139.7951031,6586,75.3,6372.3,9,37.9,113.2,Normal
3/18/2021 15:05,PAI-Vehicle,35.63790645,139.7963047,11938,76.2,7151.9,123,46.7,73.7,Normal
3/18/2021 15:06,PAI-Vehicle,35.63581375,139.7921848,3942,79.1,6140.9,130,54.1,119.2,Normal
3/18/2021 15:07,PAI-Vehicle,35.63239555,139.7863483,3459,84.1,7607.2,126,43.3,116.3,Normal
3/18/2021 15:08,PAI-Vehicle,35.6317677,139.7835159,11019,181,16634.8,145,76.1,192.5,Abnormal
3/18/2021 15:09,PAI-Vehicle,35.63368611,139.7814131,9817,182.6,17076.9,588,81.6,259.1,Abnormal
3/18/2021 15:10,PAI-Vehicle,35.63612766,139.7785378,19274,171.1,13744.7,111,76.8,187.2,Abnormal
3/18/2021 15:11,PAI-Vehicle,35.63647644,139.7755766,8234,80.5,6999.2,301,54.1,64,Normal
3/18/2021 15:12,PAI-Vehicle,35.63529056,139.7710705,5167,80.8,7249.3,73,47.3,85.4,Normal
3/18/2021 15:13,PAI-Vehicle,35.63497665,139.7680235,33167,188.4,17540.4,5,127.4,204.7,Abnormal
3/18/2021 15:14,PAI-Vehicle,35.63696474,139.761672,32209,240,18432.9,1314,144.4,265.7,Abnormal
3/18/2021 15:15,PAI-Vehicle,35.63811572,139.7584534,11757,71.4,7457.3,10,49.4,71.2,Abnormal
3/18/2021 15:16,PAI-Vehicle,35.63856913,139.7560072,5212,72.8,6347.3,793,50.3,106.4,Normal
3/18/2021 15:17,PAI-Vehicle,35.63766231,139.7546768,12034,81.4,6294.4,30,26.2,89.6,Normal
3/18/2021 15:18,PAI-Vehicle,35.63637181,139.7550631,5699,77.7,6208.6,195,51.1,64.6,Normal
3/18/2021 15:19,PAI-Vehicle,35.63609278,139.7567368,9581,78.2,7121.5,141,49.3,77.8,Normal
3/18/2021 15:20,PAI-Vehicle,35.63727865,139.7577238,28808,267,21393.8,119,91.8,248.1,Abnormal
3/18/2021 15:21,PAI-Vehicle,35.64006886,139.7576809,7881,81,6336.1,141,56.7,78.6,Normal
3/18/2021 15:22,PAI-Vehicle,35.64366111,139.757638,8688,70,7743.3,191,63.8,58.9,Normal
3/18/2021 15:23,PAI-Vehicle,35.64638135,139.7572088,8614,70.8,6871,120,63.4,39,Normal
3/18/2021 15:24,PAI-Vehicle,35.64299847,139.7552347,11530,73.7,7884.2,134,38.9,47.6,Normal
3/18/2021 15:25,PAI-Vehicle,35.63672059,139.7517586,10634,70.1,6584.4,65,53.8,97.6,Normal
3/18/2021 15:26,PAI-Vehicle,35.63281411,139.7502995,7038,79.7,7049.2,60,41.3,61.7,Normal
3/18/2021 15:27,PAI-Vehicle,35.6263959,139.7496986,11018,71.2,6838.4,564,56.3,89.7,Normal
3/18/2021 15:28,PAI-Vehicle,35.62360521,139.7499561,8206,80.4,6223.4,52,68.4,124.3,Normal
3/18/2021 15:29,PAI-Vehicle,35.6203958,139.7517586,4412,73.5,6741.1,270,59.3,70.5,Normal
3/18/2021 15:30,PAI-Vehicle,35.61547678,139.7511578,10237,78,6803.2,133,51.1,89.5,Normal
3/18/2021 15:31,PAI-Vehicle,35.60961542,139.7505569,21719,79.1,6460.7,169,53.6,85,Normal
3/18/2021 15:32,PAI-Vehicle,35.60724284,139.7504282,6839,75,7294.3,101,56.8,75.7,Normal
